,Holder,Shares,Date Reported,% Out,Value,Target
9,"Sands Capital Management, LLC",1877199.0,2022-06-29,0.0138,799968353.0,LRCX
0,"Vanguard Group, Inc. (The)",16249429.0,2022-06-29,0.113,1161184196.0,LW
1,Apg Asset Management N.V.,9520253.0,2022-06-29,0.0662,680317279.0,LW
2,Blackrock Inc.,9046705.0,2022-06-29,0.0629,646477539.0,LW
3,"FMR, LLC",6578209.0,2022-06-29,0.045700000000000005,470078815.0,LW
4,State Street Corporation,5188617.0,2022-06-29,0.0361,370778570.0,LW
5,"TPG GP A, LLC",5144379.0,2022-06-29,0.0358,367617323.0,LW
6,"London Company of Virginia, (The)",3694778.0,2022-06-29,0.025699999999999997,264028835.0,LW
7,Thrivent Financial For Lutherans,3606920.0,2022-06-29,0.025099999999999997,257750503.0,LW
8,Macquarie Group Limited,3349051.0,2022-06-29,0.0233,239323184.0,LW
9,"Anomaly Capital Management, LP",3171792.0,2022-06-29,0.022099999999999998,226656256.0,LW
0,"Vanguard Group, Inc. (The)",31665525.0,2022-06-29,0.0414,1063644984.0,LVS
1,Capital World Investors,31364364.0,2022-06-29,0.040999999999999995,1053528986.0,LVS
2,Price (T.Rowe) Associates Inc,29793305.0,2022-06-29,0.039,1000757114.0,LVS
3,Blackrock Inc.,23158156.0,2022-06-29,0.030299999999999997,777882460.0,LVS
4,Invesco Ltd.,13349122.0,2022-06-29,0.0175,448397007.0,LVS
5,State Street Corporation,13292893.0,2022-06-29,0.0174,446508275.0,LVS
6,Nuveen Asset Management,12140209.0,2022-06-29,0.0159,407789620.0,LVS
7,"Barrow, Hanley Mewhinney & Strauss, LLC",9098988.0,2022-06-29,0.011899999999999999,305635006.0,LVS
8,"Geode Capital Management, LLC",6533036.0,2022-06-29,0.0085,219444679.0,LVS
9,"Wellington Management Group, LLP",6042277.0,2022-06-29,0.0079,202960084.0,LVS
0,"Vanguard Group, Inc. (The)",14894590.0,2022-06-29,0.1091,1500034158.0,LDOS
1,Blackrock Inc.,14116844.0,2022-06-29,0.10339999999999999,1421707359.0,LDOS
2,JP Morgan Chase & Company,9173938.0,2022-06-29,0.0672,923907295.0,LDOS
3,State Street Corporation,5576204.0,2022-06-29,0.0408,561579504.0,LDOS
4,"Wellington Management Group, LLP",5473701.0,2022-06-29,0.0401,551256427.0,LDOS
5,Boston Partners,4033725.0,2022-06-29,0.029500000000000002,406236444.0,LDOS
6,Victory Capital Management Inc.,3913938.0,2022-06-29,0.0287,394172695.0,LDOS
7,"Geode Capital Management, LLC",2784270.0,2022-06-29,0.0204,280403831.0,LDOS
8,Price (T.Rowe) Associates Inc,2476392.0,2022-06-29,0.0181,249397438.0,LDOS
9,First Trust Advisors LP,1850306.0,2022-06-29,0.013600000000000001,186344317.0,LDOS
0,"Vanguard Group, Inc. (The)",28187618.0,2022-06-29,0.1106,1989200202.0,LEN
1,Blackrock Inc.,21628493.0,2022-06-29,0.0849,1526322751.0,LEN
2,"Aristotle Capital Management, LLC",14882240.0,2022-06-29,0.0584,1050239676.0,LEN
3,"Wellington Management Group, LLP",11601844.0,2022-06-29,0.0455,818742131.0,LEN
4,State Street Corporation,11432095.0,2022-06-29,0.0449,806762944.0,LEN
5,Manufacturers Life Insurance Co.,11127461.0,2022-06-29,0.0437,785264922.0,LEN
6,"FMR, LLC",9638053.0,2022-06-29,0.0378,680157400.0,LEN
7,"Greenhaven Associates, Inc.",9319777.0,2022-09-29,0.0366,694789375.0,LEN
8,"Geode Capital Management, LLC",5173124.0,2022-06-29,0.0203,365067360.0,LEN
9,"Principal Financial Group, Inc.",4081130.0,2022-06-29,0.016,288005344.0,LEN
0,"Vanguard Group, Inc. (The)",19399802.0,2022-06-29,0.114,907328739.0,LNC
1,Blackrock Inc.,15196196.0,2022-06-29,0.08929999999999999,710726086.0,LNC
2,State Street Corporation,7815638.0,2022-06-29,0.045899999999999996,365537389.0,LNC
3,Dodge & Cox Inc,4297162.0,2022-06-29,0.0252,200978266.0,LNC
4,"FMR, LLC",4030786.0,2022-06-29,0.023700000000000002,188519861.0,LNC
5,Lyrical Asset Management LP,3968585.0,2022-06-29,0.0233,185610720.0,LNC
6,Morgan Stanley,3919596.0,2022-06-29,0.023,183319504.0,LNC
7,Invesco Ltd.,3324268.0,2022-06-29,0.0195,155476014.0,LNC
8,"Geode Capital Management, LLC",3304626.0,2022-06-29,0.0194,154557358.0,LNC
9,Lsv Asset Management,3270346.0,2022-06-29,0.0192,152954082.0,LNC
0,"Vanguard Group, Inc. (The)",46309647.0,2022-06-29,0.0929,13315412801.0,LIN
1,Blackrock Inc.,33205334.0,2022-06-29,0.0666,9547529685.0,LIN
2,State Street Corporation,20653204.0,2022-06-29,0.0414,5938415746.0,LIN
3,Capital Research Global Investors,13757271.0,2022-06-29,0.0276,3955628130.0,LIN
4,"FMR, LLC",12135152.0,2022-06-29,0.024300000000000002,3489220254.0,LIN
5,Massachusetts Financial Services Co.,11047504.0,2022-06-29,0.0222,3176488825.0,LIN
6,Capital World Investors,10018482.0,2022-06-29,0.020099999999999996,2880614129.0,LIN
7,Capital International Investors,9571254.0,2022-06-29,0.0192,2752022662.0,LIN
8,"Geode Capital Management, LLC",9033905.0,2022-06-29,0.0181,2597518704.0,LIN
9,Bank Of New York Mellon Corporation,8098707.0,2022-06-29,0.0163,2328621223.0,LIN
0,"Vanguard Group, Inc. (The)",15911025.0,2022-06-29,0.0692,1313932444.0,LYV
1,Blackrock Inc.,12918509.0,2022-06-29,0.0562,1066810473.0,LYV
2,Public Investment Fund,12565167.0,2022-06-29,0.0546,1037631490.0,LYV
3,"Select Equity Group, Inc.",9775997.0,2022-06-29,0.0425,807301832.0,LYV
4,Canada Pension Plan Investment Board,8185947.0,2022-06-29,0.0356,675995503.0,LYV
5,Price (T.Rowe) Associates Inc,7261841.0,2022-06-29,0.0316,599682829.0,LYV
6,"Principal Financial Group, Inc.",6880123.0,2022-06-29,0.029900000000000003,568160557.0,LYV
7,State Street Corporation,5911509.0,2022-06-29,0.025699999999999997,488172413.0,LYV
8,"Fred Alger Management, LLC",4223577.0,2022-06-29,0.0184,348782988.0,LYV
9,Victory Capital Management Inc.,3385044.0,2022-06-29,0.0147,279536933.0,LYV
0,"Vanguard Group, Inc. (The)",27264812.0,2022-06-29,0.09939999999999999,1338429621.0,LKQ
1,Blackrock Inc.,21433483.0,2022-06-29,0.0781,1052169680.0,LKQ
2,Massachusetts Financial Services Co.,14508584.0,2022-06-29,0.0529,712226388.0,LKQ
3,"ValueAct Holdings, L.P.",12552751.0,2022-06-29,0.045700000000000005,616214546.0,LKQ
4,Boston Partners,11854856.0,2022-06-29,0.0432,581954881.0,LKQ
5,State Street Corporation,11130984.0,2022-06-29,0.0406,546420004.0,LKQ
6,"Allspring Global Investments Holdings, LLC",8512440.0,2022-09-29,0.031,401361546.0,LKQ
7,Lazard Asset Management LLC,6475701.0,2022-06-29,0.0236,317892162.0,LKQ
8,"Geode Capital Management, LLC",6036306.0,2022-06-29,0.022000000000000002,296322261.0,LKQ
9,Goldman Sachs Group Inc,6003810.0,2022-06-29,0.0219,294727032.0,LKQ
0,State Street Corporation,38494398.0,2022-06-29,0.1469,16551051364.0,LMT
1,"Vanguard Group, Inc. (The)",22596755.0,2022-06-29,0.0862,9715700779.0,LMT
2,Blackrock Inc.,17940791.0,2022-06-29,0.06849999999999999,7713822498.0,LMT
3,Capital World Investors,13597055.0,2022-06-29,0.0519,5846189767.0,LMT
4,"FMR, LLC",5966076.0,2022-06-29,0.022799999999999997,2565174036.0,LMT
5,Morgan Stanley,5252928.0,2022-06-29,0.02,2258548922.0,LMT
6,"Charles Schwab Investment Management, Inc.",5146227.0,2022-06-29,0.0196,2212671760.0,LMT
7,"Geode Capital Management, LLC",4310104.0,2022-06-29,0.016399999999999998,1853172315.0,LMT
8,Capital Research Global Investors,3677032.0,2022-06-29,0.013999999999999999,1580976678.0,LMT
9,Bank of America Corporation,3560153.0,2022-06-29,0.013600000000000001,1530723383.0,LMT
0,"Vanguard Group, Inc. (The)",23242885.0,2022-06-29,0.0965,1377373365.0,L
1,Price (T.Rowe) Associates Inc,16481416.0,2022-06-29,0.0684,976688712.0,L
2,JP Morgan Chase & Company,14928098.0,2022-06-29,0.062,884639087.0,L
3,Blackrock Inc.,14632751.0,2022-06-29,0.060700000000000004,867136824.0,L
4,State Street Corporation,8803541.0,2022-06-29,0.0365,521697839.0,L
5,Norges Bank Investment Management,7348069.0,2021-12-30,0.0305,424424465.0,L
6,Invesco Ltd.,4637324.0,2022-06-29,0.0192,274807820.0,L
7,"Geode Capital Management, LLC",3969756.0,2022-06-29,0.0165,235247740.0,L
8,"Allspring Global Investments Holdings, LLC",3214844.0,2022-09-29,0.013300000000000001,160227824.0,L
9,Dimensional Fund Advisors LP,2768854.0,2022-06-29,0.0115,164082288.0,L
0,"Vanguard Group, Inc. (The)",56565576.0,2022-06-29,0.0911,9880309159.0,LOW
1,Blackrock Inc.,45892211.0,2022-06-29,0.0739,8015992495.0,LOW
2,State Street Corporation,27451872.0,2022-06-29,0.044199999999999996,4795018482.0,LOW
3,"FMR, LLC",23739631.0,2022-06-29,0.0382,4146601346.0,LOW
4,JP Morgan Chase & Company,17059037.0,2022-06-29,0.0275,2979701992.0,LOW
5,Wells Fargo & Company,11204486.0,2022-06-29,0.0181,1957087569.0,LOW
6,"Geode Capital Management, LLC",11190727.0,2022-06-29,0.018000000000000002,1954684285.0,LOW
7,Bank of America Corporation,10214676.0,2022-06-29,0.0165,1784197456.0,LOW
8,"Pershing Square Capital Management, L.P.",10207306.0,2022-06-29,0.016399999999999998,1782910139.0,LOW
9,Morgan Stanley,9494392.0,2022-06-29,0.015300000000000001,1658385450.0,LOW
0,"Vanguard Group, Inc. (The)",118680912.0,2022-06-29,0.11460000000000001,1294808749.0,LUMN
1,Blackrock Inc.,96101492.0,2022-06-29,0.0928,1048467277.0,LUMN
2,Temasek Holdings (Private) Limited,72659407.0,2022-06-29,0.0702,792714130.0,LUMN
3,Southeastern Asset Management Inc/TN/,61990676.0,2022-06-29,0.0599,676318275.0,LUMN
4,State Street Corporation,60218171.0,2022-06-29,0.0582,656980245.0,LUMN
5,Dimensional Fund Advisors LP,20401388.0,2022-06-29,0.0197,222579143.0,LUMN
6,"Geode Capital Management, LLC",19780500.0,2022-06-29,0.0191,215805255.0,LUMN
7,Morgan Stanley,17338478.0,2022-06-29,0.0167,189162794.0,LUMN
8,"ACR Alpine Capital Research, LLC",14710805.0,2022-09-29,0.014199999999999999,107094660.0,LUMN
9,Invesco Ltd.,14471045.0,2022-06-29,0.013999999999999999,157879100.0,LUMN
0,"Vanguard Group, Inc. (The)",32076010.0,2022-06-29,0.0983,2805367834.0,LYB
1,Blackrock Inc.,25148352.0,2022-06-29,0.0771,2199474865.0,LYB
2,Capital International Investors,21470153.0,2022-06-29,0.0658,1877779581.0,LYB
3,State Street Corporation,12520598.0,2022-06-29,0.0384,1095051501.0,LYB
4,"Wellington Management Group, LLP",10177559.0,2022-06-29,0.031200000000000002,890129310.0,LYB
5,Morgan Stanley,5694129.0,2022-06-29,0.0175,498008522.0,LYB
6,"Geode Capital Management, LLC",5555067.0,2022-06-29,0.017,485846159.0,LYB
7,Capital World Investors,4700646.0,2022-06-29,0.0144,411118499.0,LYB
8,"Charles Schwab Investment Management, Inc.",4709769.0,2022-06-29,0.0144,411916396.0,LYB
9,AustralianSuper Pty Ltd,4317936.0,2022-06-29,0.0132,377646682.0,LYB
0,"Vanguard Group, Inc. (The)",20730723.0,2022-06-29,0.1155,3304269938.0,MTB
1,Blackrock Inc.,14513125.0,2022-06-29,0.0809,2313246993.0,MTB
2,"Wellington Management Group, LLP",10229846.0,2022-06-29,0.057,1630535153.0,MTB
3,State Street Corporation,8629986.0,2022-06-29,0.0481,1375533468.0,MTB
4,"FMR, LLC",8101997.0,2022-06-29,0.0452,1291377301.0,MTB
5,Capital World Investors,5959716.0,2022-06-29,0.0332,949919133.0,MTB
6,JP Morgan Chase & Company,5364209.0,2022-06-29,0.029900000000000003,855001272.0,MTB
7,State Farm Mutual Automobile Insurance Co,4228213.0,2022-06-29,0.0236,673934870.0,MTB
8,Invesco Ltd.,3904355.0,2022-06-29,0.0218,622315143.0,MTB
9,"Geode Capital Management, LLC",3446509.0,2022-06-29,0.0192,549339069.0,MTB
0,"Vanguard Group, Inc. (The)",81121814.0,2022-06-29,0.11460000000000001,1823618378.0,MRO
1,Blackrock Inc.,53535686.0,2022-06-29,0.0756,1203482221.0,MRO
2,State Street Corporation,47287544.0,2022-06-29,0.0668,1063023989.0,MRO
3,"Hotchkis & Wiley Capital Management, LLC",20265684.0,2022-06-29,0.0286,455572576.0,MRO
4,"FMR, LLC",17343466.0,2022-06-29,0.0245,389881115.0,MRO
5,Invesco Ltd.,16420117.0,2022-06-29,0.0232,369124230.0,MRO
6,"Geode Capital Management, LLC",14713319.0,2022-06-29,0.0208,330755411.0,MRO
7,Dimensional Fund Advisors LP,11637670.0,2022-06-29,0.016399999999999998,261614821.0,MRO
8,Morgan Stanley,10759754.0,2022-06-29,0.0152,241879269.0,MRO
9,"Wellington Management Group, LLP",9262301.0,2022-06-29,0.0131,208216526.0,MRO
0,"Vanguard Group, Inc. (The)",48289642.0,2022-06-29,0.0968,3969891468.0,MPC
1,Blackrock Inc.,43940905.0,2022-06-29,0.08810000000000001,3612381800.0,MPC
2,State Street Corporation,38201780.0,2022-06-29,0.0766,3140568333.0,MPC
3,Elliott Investment Management L.P.,11065000.0,2022-06-29,0.0222,909653650.0,MPC
4,Bank Of New York Mellon Corporation,11022754.0,2022-06-29,0.022099999999999998,906180606.0,MPC
5,"Geode Capital Management, LLC",9298372.0,2022-06-29,0.018600000000000002,764419162.0,MPC
6,Boston Partners,8786847.0,2022-06-29,0.0176,722366691.0,MPC
7,Morgan Stanley,8277463.0,2022-06-29,0.0166,680490233.0,MPC
8,"Wellington Management Group, LLP",6477455.0,2022-06-29,0.013000000000000001,532511575.0,MPC
9,Norges Bank Investment Management,6436206.0,2021-12-30,0.0129,411852821.0,MPC
0,"Vanguard Group, Inc. (The)",4201273.0,2022-06-29,0.1116,1075567900.0,MKTX
1,Blackrock Inc.,3186306.0,2022-06-29,0.08470000000000001,815726199.0,MKTX
2,Price (T.Rowe) Associates Inc,2980648.0,2022-06-29,0.07919999999999999,763075694.0,MKTX
3,Guardcap Asset Management Ltd.,1961561.0,2022-06-29,0.0521,502179231.0,MKTX
4,State Street Corporation,1773744.0,2022-06-29,0.0471,454096201.0,MKTX
5,Baillie Gifford and Company,1467923.0,2022-06-29,0.039,375802967.0,MKTX
6,Ownership Capital B.V.,1305743.0,2022-09-29,0.0347,290514760.0,MKTX
7,Royal Bank of Canada,1193209.0,2022-06-29,0.0317,305473436.0,MKTX
8,"Geode Capital Management, LLC",876882.0,2022-06-29,0.0233,224490560.0,MKTX
9,Primecap Management Company,807350.0,2022-06-29,0.021400000000000002,206689673.0,MKTX
0,"Vanguard Group, Inc. (The)",22486888.0,2022-06-29,0.0693,3058441636.0,MAR
1,Blackrock Inc.,16218202.0,2022-06-29,0.05,2205837654.0,MAR
2,"FMR, LLC",13290462.0,2022-06-29,0.040999999999999995,1807635736.0,MAR
3,State Street Corporation,10712043.0,2022-06-29,0.033,1456944968.0,MAR
4,Eagle Capital Management LLC,8819883.0,2022-06-29,0.027200000000000002,1199592286.0,MAR
5,JP Morgan Chase & Company,8666852.0,2022-06-29,0.026699999999999998,1178778540.0,MAR
6,Massachusetts Financial Services Co.,7220027.0,2022-06-29,0.0222,981995872.0,MAR
7,Jennison Associates LLC,5148399.0,2022-06-29,0.0159,700233747.0,MAR
8,"Geode Capital Management, LLC",4778163.0,2022-06-29,0.0147,649877949.0,MAR
9,Price (T.Rowe) Associates Inc,4350364.0,2022-06-29,0.0134,591693007.0,MAR
0,"Vanguard Group, Inc. (The)",43301775.0,2022-06-29,0.0873,6722600568.0,MMC
1,Blackrock Inc.,40620535.0,2022-06-29,0.0819,6306338058.0,MMC
2,State Street Corporation,22218991.0,2022-06-29,0.044800000000000006,3449498352.0,MMC
3,Capital International Investors,20684716.0,2022-06-29,0.0417,3211302159.0,MMC
4,"FMR, LLC",18945637.0,2022-06-29,0.0382,2941310144.0,MMC
5,Capital World Investors,17204959.0,2022-06-29,0.0347,2671069884.0,MMC
6,"Wellington Management Group, LLP",15757137.0,2022-06-29,0.0318,2446295519.0,MMC
7,Price (T.Rowe) Associates Inc,15301732.0,2022-06-29,0.0308,2375593893.0,MMC
8,Massachusetts Financial Services Co.,13300569.0,2022-06-29,0.0268,2064913337.0,MMC
9,"Geode Capital Management, LLC",10138317.0,2022-06-29,0.0204,1573973714.0,MMC
0,"Vanguard Group, Inc. (The)",6909683.0,2022-06-29,0.1108,2067653540.0,MLM
1,Blackrock Inc.,4054688.0,2022-06-29,0.065,1213324837.0,MLM
2,"Select Equity Group, Inc.",3994483.0,2022-06-29,0.064,1195309092.0,MLM
3,Baillie Gifford and Company,3596406.0,2022-06-29,0.057699999999999994,1076188531.0,MLM
4,"Aristotle Capital Management, LLC",3577037.0,2022-06-29,0.0574,1070392551.0,MLM
5,State Street Corporation,2592489.0,2022-06-29,0.0416,775776408.0,MLM
6,JP Morgan Chase & Company,2483093.0,2022-06-29,0.0398,743040749.0,MLM
7,Price (T.Rowe) Associates Inc,2063464.0,2022-06-29,0.0331,617470967.0,MLM
8,"Geode Capital Management, LLC",1271797.0,2022-06-29,0.0204,380572534.0,MLM
9,"Gardner Russo & Quinn, LLC",1079827.0,2022-06-29,0.0173,323127431.0,MLM
0,"Vanguard Group, Inc. (The)",25434894.0,2022-06-29,0.1128,1287005636.0,MAS
1,Massachusetts Financial Services Co.,22191528.0,2022-06-29,0.0984,1122891316.0,MAS
2,Blackrock Inc.,18483016.0,2022-06-29,0.08199999999999999,935240609.0,MAS
3,State Street Corporation,9896579.0,2022-06-29,0.043899999999999995,500766897.0,MAS
4,"Fiduciary Management, Inc.",6180221.0,2022-06-29,0.0274,312719182.0,MAS
5,"Geode Capital Management, LLC",5061230.0,2022-06-29,0.022400000000000003,256098238.0,MAS
6,AustralianSuper Pty Ltd,4870464.0,2022-06-29,0.0216,246445478.0,MAS
7,Boston Partners,4327032.0,2022-06-29,0.0192,218947819.0,MAS
8,Northern Trust Corporation,4250135.0,2022-06-29,0.018799999999999997,215056831.0,MAS
9,Harris Associates L.P.,4030385.0,2022-06-29,0.0179,203937481.0,MAS
0,"Vanguard Group, Inc. (The)",76691380.0,2022-06-29,0.08,24194596562.0,MA
1,Blackrock Inc.,64361891.0,2022-06-29,0.06709999999999999,20304889372.0,MA
2,State Street Corporation,33726304.0,2022-06-29,0.0352,10639974385.0,MA
3,Price (T.Rowe) Associates Inc,26909008.0,2022-06-29,0.0281,8489253843.0,MA
4,"FMR, LLC",24120870.0,2022-06-29,0.0252,7609652067.0,MA
5,JP Morgan Chase & Company,16940530.0,2022-06-29,0.0177,5344398404.0,MA
6,Capital International Investors,16275842.0,2022-06-29,0.017,5134702634.0,MA
7,"Geode Capital Management, LLC",15723538.0,2022-06-29,0.016399999999999998,4960461768.0,MA
8,"Wellington Management Group, LLP",15584686.0,2022-06-29,0.0163,4916656739.0,MA
9,Morgan Stanley,13608375.0,2022-06-29,0.014199999999999999,4293170145.0,MA
0,Blackrock Inc.,32209752.0,2022-06-29,0.11380000000000001,2244697616.0,MTCH
1,"Vanguard Group, Inc. (The)",30601577.0,2022-06-29,0.1081,2132623901.0,MTCH
2,Price (T.Rowe) Associates Inc,16248442.0,2022-06-29,0.0574,1132353922.0,MTCH
3,Edgewood Management Company,15525711.0,2022-06-29,0.054900000000000004,1081986799.0,MTCH
4,State Street Corporation,11759687.0,2022-06-29,0.0416,819532587.0,MTCH
5,"Wellington Management Group, LLP",7533028.0,2022-06-29,0.026600000000000002,524976721.0,MTCH
6,"Sands Capital Management, LLC",7294223.0,2022-06-29,0.0258,508334400.0,MTCH
7,Nuveen Asset Management,7065703.0,2022-06-29,0.025,492408842.0,MTCH
8,Massachusetts Financial Services Co.,6996847.0,2022-06-29,0.024700000000000003,487610267.0,MTCH
9,Janus Henderson Group PLC,6919973.0,2022-06-29,0.0245,482252918.0,MTCH
0,"Vanguard Group, Inc. (The)",29490982.0,2022-06-29,0.1177,2455124251.0,MKC
1,Blackrock Inc.,21612359.0,2022-06-29,0.0862,1799228886.0,MKC
2,State Farm Mutual Automobile Insurance Co,16715600.0,2022-06-29,0.0667,1391573700.0,MKC
3,Fundsmith LLP,15492883.0,2022-06-29,0.061799999999999994,1289782509.0,MKC
4,State Street Corporation,13191309.0,2022-06-29,0.0526,1098176474.0,MKC
5,"Geode Capital Management, LLC",5141103.0,2022-06-29,0.020499999999999997,427996824.0,MKC
6,"Franklin Resources, Inc.",4940781.0,2022-06-29,0.0197,411320018.0,MKC
7,Fundsmith Investment Services Ltd.,4034878.0,2022-06-29,0.0161,335903593.0,MKC
8,Northern Trust Corporation,3548578.0,2022-06-29,0.014199999999999999,295419118.0,MKC
9,Morgan Stanley,3069428.0,2022-06-29,0.012199999999999999,255529881.0,MKC
0,"Vanguard Group, Inc. (The)",67236469.0,2022-06-29,0.09140000000000001,16599339466.0,MCD
1,Blackrock Inc.,49880312.0,2022-06-29,0.0678,12314451426.0,MCD
2,State Street Corporation,34338707.0,2022-06-29,0.0467,8477539984.0,MCD
3,"Wellington Management Group, LLP",19749024.0,2022-06-29,0.0268,4875639045.0,MCD
4,JP Morgan Chase & Company,19635306.0,2022-06-29,0.026699999999999998,4847564345.0,MCD
5,"Geode Capital Management, LLC",13353765.0,2022-06-29,0.0182,3296777503.0,MCD
6,Morgan Stanley,12663371.0,2022-06-29,0.0172,3126333032.0,MCD
7,Bank of America Corporation,12297393.0,2022-06-29,0.0167,3035980383.0,MCD
8,Northern Trust Corporation,9315823.0,2022-06-29,0.0127,2299890382.0,MCD
9,Wells Fargo & Company,7918861.0,2022-06-29,0.0108,1955008403.0,MCD
0,"Vanguard Group, Inc. (The)",15215465.0,2022-06-29,0.1059,4963436837.0,MCK
1,Blackrock Inc.,11424556.0,2022-06-29,0.0795,3726804412.0,MCK
2,State Street Corporation,6611727.0,2022-06-29,0.046,2156811464.0,MCK
3,JP Morgan Chase & Company,5712778.0,2022-06-29,0.0397,1863565311.0,MCK
4,Massachusetts Financial Services Co.,4899632.0,2022-06-29,0.0341,1598308954.0,MCK
5,"Berkshire Hathaway, Inc",3198344.0,2022-06-29,0.0223,1043331796.0,MCK
6,"FMR, LLC",3104714.0,2022-06-29,0.0216,1012788753.0,MCK
7,Invesco Ltd.,2861858.0,2022-06-29,0.0199,933566698.0,MCK
8,"Geode Capital Management, LLC",2518439.0,2022-06-29,0.0175,821539986.0,MCK
9,Pzena Investment Management Llc,2433360.0,2022-06-29,0.0169,793786365.0,MCK
0,"Vanguard Group, Inc. (The)",122804999.0,2022-06-29,0.0924,11021748660.0,MDT
1,Blackrock Inc.,110378084.0,2022-06-29,0.083,9906433039.0,MDT
2,State Street Corporation,58060784.0,2022-06-29,0.0437,5210955364.0,MDT
3,Massachusetts Financial Services Co.,37464481.0,2022-06-29,0.0282,3362437169.0,MDT
4,"Wellington Management Group, LLP",32625632.0,2022-06-29,0.0245,2928150472.0,MDT
5,Bank of America Corporation,26881728.0,2022-06-29,0.0202,2412635088.0,MDT
6,"Geode Capital Management, LLC",26531783.0,2022-06-29,0.02,2381227524.0,MDT
7,Capital Research Global Investors,26035187.0,2022-06-29,0.0196,2336658033.0,MDT
8,"Franklin Resources, Inc.",24872717.0,2022-06-29,0.0187,2232326350.0,MDT
9,Morgan Stanley,17487227.0,2022-06-29,0.0132,1569478623.0,MDT
0,"Vanguard Group, Inc. (The)",221053046.0,2022-06-29,0.0873,20153406203.0,MRK
1,Blackrock Inc.,215668097.0,2022-06-29,0.0851,19662460403.0,MRK
2,State Street Corporation,117791629.0,2022-06-29,0.04650000000000001,10739062815.0,MRK
3,"Geode Capital Management, LLC",45994668.0,2022-06-29,0.0182,4193333881.0,MRK
4,"Wellington Management Group, LLP",40723427.0,2022-06-29,0.0161,3712754839.0,MRK
5,Bank of America Corporation,38894000.0,2022-06-29,0.0154,3545965980.0,MRK
6,Morgan Stanley,37975483.0,2022-06-29,0.015,3462224785.0,MRK
7,Bank Of New York Mellon Corporation,32580475.0,2022-06-29,0.0129,2970361905.0,MRK
8,Northern Trust Corporation,29949687.0,2022-06-29,0.0118,2730512963.0,MRK
9,"Charles Schwab Investment Management, Inc.",29520911.0,2022-06-29,0.011699999999999999,2691421455.0,MRK
0,"Vanguard Group, Inc. (The)",180403765.0,2022-06-29,0.0791,29090107106.0,META
1,Blackrock Inc.,151566495.0,2022-06-29,0.0665,24440097318.0,META
2,"FMR, LLC",115782079.0,2022-06-29,0.0508,18669860238.0,META
3,State Street Corporation,89882589.0,2022-06-29,0.0394,14493567476.0,META
4,Price (T.Rowe) Associates Inc,51634675.0,2022-06-29,0.0226,8326091343.0,META
5,Capital International Investors,49532448.0,2022-06-29,0.0217,7987107240.0,META
6,"Geode Capital Management, LLC",42657115.0,2022-06-29,0.0187,6878459793.0,META
7,Capital World Investors,38385031.0,2022-06-29,0.0168,6189586248.0,META
8,Morgan Stanley,31958517.0,2022-06-29,0.013999999999999999,5153310866.0,META
9,Capital Research Global Investors,31073962.0,2022-06-29,0.013600000000000001,5010676372.0,META
0,Blackrock Inc.,62660874.0,2022-06-29,0.0771,3934476278.0,MET
1,"Vanguard Group, Inc. (The)",57074015.0,2022-06-29,0.0702,3583677401.0,MET
2,Dodge & Cox Inc,56975235.0,2022-06-29,0.0701,3577475005.0,MET
3,"Wellington Management Group, LLP",39249779.0,2022-06-29,0.0483,2464493623.0,MET
4,State Street Corporation,33511390.0,2022-06-29,0.0412,2104180178.0,MET
5,Price (T.Rowe) Associates Inc,14288839.0,2022-06-29,0.0176,897196200.0,MET
6,Royal Bank of Canada,14300918.0,2022-06-29,0.0176,897954641.0,MET
7,JP Morgan Chase & Company,12507683.0,2022-06-29,0.0154,785357415.0,MET
8,"Ameriprise Financial, Inc.",12351262.0,2022-06-29,0.0152,775535740.0,MET
9,"Geode Capital Management, LLC",12071893.0,2022-06-29,0.0148,757994161.0,MET
0,"Vanguard Group, Inc. (The)",2534030.0,2022-06-29,0.11259999999999999,2911017643.0,MTD
1,Blackrock Inc.,2081829.0,2022-06-29,0.0925,2391542700.0,MTD
2,State Street Corporation,988205.0,2022-06-29,0.043899999999999995,1135220257.0,MTD
3,"WCM Investment Management, LLC",970284.0,2022-09-29,0.0431,1051904290.0,MTD
4,"FMR, LLC",790953.0,2022-06-29,0.0351,908623077.0,MTD
5,Capital International Investors,591166.0,2022-06-29,0.0263,679113765.0,MTD
6,Fiera Capital Corporation,563657.0,2022-06-29,0.025,647512251.0,MTD
7,Fundsmith LLP,540452.0,2022-06-29,0.024,620855044.0,MTD
8,"Geode Capital Management, LLC",483938.0,2022-06-29,0.0215,555933456.0,MTD
9,Baillie Gifford and Company,400573.0,2022-06-29,0.0178,460166245.0,MTD
0,"Vanguard Group, Inc. (The)",38404663.0,2022-06-29,0.0977,1111814993.0,MGM
1,Blackrock Inc.,24198589.0,2022-06-29,0.0616,700549151.0,MGM
2,Price (T.Rowe) Associates Inc,20424636.0,2022-06-29,0.052000000000000005,591293212.0,MGM
3,State Street Corporation,13573505.0,2022-06-29,0.0345,392952969.0,MGM
4,"Fred Alger Management, LLC",11500421.0,2022-06-29,0.029300000000000003,332937187.0,MGM
5,Canada Pension Plan Investment Board,6911523.0,2022-06-29,0.0176,200088590.0,MGM
6,"Geode Capital Management, LLC",6842146.0,2022-06-29,0.0174,198080126.0,MGM
7,Corvex Management LP,6673778.0,2022-06-29,0.017,193205873.0,MGM
