Source,Target,Weight
Bank of America Corporation,IP,667715892
Invesco Ltd.,IP,510290444
"Geode Capital Management, LLC",IP,333257518
"Charles Schwab Investment Management, Inc.",IP,287195410
"Franklin Resources, Inc.",IP,287957761
Nordea Investment Management AB,IP,189037180
"Vanguard Group, Inc. (The)",IPG,1346767021
Blackrock Inc.,IPG,1114196527
"FMR, LLC",IPG,616046656
State Street Corporation,IPG,575548401
Harris Associates L.P.,IPG,399487527
Black Creek Investment Management Inc.,IPG,372026847
Bank Of New York Mellon Corporation,IPG,283788269
"Geode Capital Management, LLC",IPG,226936397
"Ariel Investments, LLC",IPG,224504066
"Charles Schwab Investment Management, Inc.",IPG,214647142
"Vanguard Group, Inc. (The)",IFF,3730001105
Winder Investment Pte Ltd,IFF,2990984080
Blackrock Inc.,IFF,2470341769
Price (T.Rowe) Associates Inc,IFF,1439986408
State Street Corporation,IFF,1290551559
Massachusetts Financial Services Co.,IFF,818853751
"Sachem Head Capital Management, LP",IFF,745243189
"Barrow, Hanley Mewhinney & Strauss, LLC",IFF,652601659
"Viking Global Investors, L.P.",IFF,610085349
"Geode Capital Management, LLC",IFF,587273631
"Vanguard Group, Inc. (The)",INTU,9386517022
Blackrock Inc.,INTU,9351801597
Price (T.Rowe) Associates Inc,INTU,6841392333
State Street Corporation,INTU,4377852188
"FMR, LLC",INTU,2988946514
JP Morgan Chase & Company,INTU,1981446440
"Geode Capital Management, LLC",INTU,1911200000
Edgewood Management Company,INTU,1725523145
Brown Advisory Inc.,INTU,1418912948
"Nicholas Hoffman & Company, LLC.",INTU,1427721023
"Vanguard Group, Inc. (The)",ISRG,5820727486
Blackrock Inc.,ISRG,5300729423
Price (T.Rowe) Associates Inc,ISRG,5156788841
State Street Corporation,ISRG,3054907959
Bank Of New York Mellon Corporation,ISRG,1721068580
Edgewood Management Company,ISRG,1667914551
JP Morgan Chase & Company,ISRG,1657437087
Capital World Investors,ISRG,1479188343
"AllianceBernstein, L.P.",ISRG,1450093220
"FMR, LLC",ISRG,1241341172
"Trian Fund Management, LP",IVZ,899386766
"Vanguard Group, Inc. (The)",IVZ,814565871
Blackrock Inc.,IVZ,641779746
State Street Corporation,IVZ,259182211
Dimensional Fund Advisors LP,IVZ,143836871
"Geode Capital Management, LLC",IVZ,111919053
Massachusetts Financial Services Co.,IVZ,110113058
JP Morgan Chase & Company,IVZ,78568358
Morgan Stanley,IVZ,77983840
"FMR, LLC",IVZ,69184166
"Vanguard Group, Inc. (The)",INVH,3100936117
Cohen & Steers Inc.,INVH,2920483323
Blackrock Inc.,INVH,1768158702
Norges Bank Investment Management,INVH,1359468393
State Street Corporation,INVH,1029863953
"Principal Financial Group, Inc.",INVH,775590594
"FMR, LLC",INVH,738560780
Apg Asset Management US Inc.,INVH,636151329
Resolution Capital Ltd,INVH,629873380
Daiwa Securities Group Inc.,INVH,518096106
"Vanguard Group, Inc. (The)",IQV,4625414823
Blackrock Inc.,IQV,3351882503
State Street Corporation,IQV,1870908611
"AllianceBernstein, L.P.",IQV,931958162
Morgan Stanley,IQV,931502266
"Geode Capital Management, LLC",IQV,782652985
Farallon Capital Management Llc,IQV,697315158
Canada Pension Plan Investment Board,IQV,671125116
"Ameriprise Financial, Inc.",IQV,651084353
Lazard Asset Management LLC,IQV,631531601
"Vanguard Group, Inc. (The)",IRM,2321671198
Capital World Investors,IRM,1407445945
Blackrock Inc.,IRM,1111347740
State Street Corporation,IRM,725291303
"Geode Capital Management, LLC",IRM,327188912
Morgan Stanley,IRM,227644203
Dimensional Fund Advisors LP,IRM,197612406
"FMR, LLC",IRM,193249928
Amundi,IRM,179624956
"Charles Schwab Investment Management, Inc.",IRM,173507545
"Vanguard Group, Inc. (The)",JBHT,1537712186
Price (T.Rowe) Associates Inc,JBHT,1193620867
Blackrock Inc.,JBHT,954390554
Janus Henderson Group PLC,JBHT,661360772
"Barrow, Hanley Mewhinney & Strauss, LLC",JBHT,555679663
State Street Corporation,JBHT,546623563
Durable Capital Partners LP,JBHT,399248020
"FMR, LLC",JBHT,336978556
"Franklin Resources, Inc.",JBHT,279066286
"Geode Capital Management, LLC",JBHT,271632758
"Vanguard Group, Inc. (The)",JKHY,1560262503
Blackrock Inc.,JKHY,1333441803
Apg Asset Management N.V.,JKHY,774779977
State Street Corporation,JKHY,570136301
Kayne Anderson Rudnick Investment Management LLC,JKHY,541827976
"CIBC Private Wealth Group, LLC",JKHY,345890247
"Geode Capital Management, LLC",JKHY,290130313
JP Morgan Chase & Company,JKHY,238741443
"Parnassus Investments, LLC",JKHY,230663586
Wells Fargo & Company,JKHY,230903553
"Vanguard Group, Inc. (The)",JNJ,43050651802
Blackrock Inc.,JNJ,36461283033
State Street Corporation,JNJ,25043696227
"Geode Capital Management, LLC",JNJ,8291049567
Morgan Stanley,JNJ,6730471112
Northern Trust Corporation,JNJ,6010382626
Bank of America Corporation,JNJ,5897178286
Bank Of New York Mellon Corporation,JNJ,5685215370
State Farm Mutual Automobile Insurance Co,JNJ,5622716584
JP Morgan Chase & Company,JNJ,5398510094
"Wellington Management Group, LLP",JCI,3260174241
Dodge & Cox Inc,JCI,3101557760
"Vanguard Group, Inc. (The)",JCI,2851097815
Blackrock Inc.,JCI,2752744826
Massachusetts Financial Services Co.,JCI,1885437169
State Street Corporation,JCI,1406107329
"Franklin Resources, Inc.",JCI,820965370
Pictet Asset Management SA,JCI,642718616
Invesco Ltd.,JCI,616041412
"Geode Capital Management, LLC",JCI,563144402
"Vanguard Group, Inc. (The)",JPM,30362046597
Blackrock Inc.,JPM,22248160182
State Street Corporation,JPM,14653549444
Bank of America Corporation,JPM,6378109682
Morgan Stanley,JPM,5592578132
"Geode Capital Management, LLC",JPM,5538498756
"Wellington Management Group, LLP",JPM,4987177875
Capital World Investors,JPM,4421601583
"FMR, LLC",JPM,4276878927
Northern Trust Corporation,JPM,3917336593
Dodge & Cox Inc,JNPR,1160926353
"Vanguard Group, Inc. (The)",JNPR,1096868841
Blackrock Inc.,JNPR,951763855
State Street Corporation,JNPR,412336746
First Trust Advisors LP,JNPR,307184770
"Geode Capital Management, LLC",JNPR,205772707
Legal & General Group PLC,JNPR,186027280
Acadian Asset Management. LLC,JNPR,169287834
Nuveen Asset Management,JNPR,168826704
Bank Of New York Mellon Corporation,JNPR,151361248
Kellogg W K Foundation Trust,K,3938007835
"Vanguard Group, Inc. (The)",K,2118255173
Blackrock Inc.,K,1964879025
Keybank National Association,K,1506027635
State Street Corporation,K,1060781997
"Wellington Management Group, LLP",K,682890806
Capital World Investors,K,603335149
Invesco Ltd.,K,364715762
"Geode Capital Management, LLC",K,353309923
"Beutel, Goodman & Company Ltd",K,328837663
"Vanguard Group, Inc. (The)",KDP,2275430662
Blackrock Inc.,KDP,2238222642
Price (T.Rowe) Associates Inc,KDP,2024346433
Capital International Investors,KDP,1712890297
Capital World Investors,KDP,1527787857
"FMR, LLC",KDP,1508560399
Capital Research Global Investors,KDP,1471502787
State Street Corporation,KDP,1122143218
Harris Associates L.P.,KDP,856165284
Boston Partners,KDP,694288593
"Vanguard Group, Inc. (The)",KEY,1864336914
Capital International Investors,KEY,1433124771
Blackrock Inc.,KEY,1423085574
State Street Corporation,KEY,840860786
Boston Partners,KEY,529502383
"Geode Capital Management, LLC",KEY,326286233
"Charles Schwab Investment Management, Inc.",KEY,278350856
Royal Bank of Canada,KEY,263427505
"Federated Hermes, Inc.",KEY,234479520
First Trust Advisors LP,KEY,210159565
"Vanguard Group, Inc. (The)",KEYS,2837894791
Blackrock Inc.,KEYS,2371775280
State Street Corporation,KEYS,1091855537
Price (T.Rowe) Associates Inc,KEYS,771354562
Mackenzie Financial Corporation,KEYS,621576248
JP Morgan Chase & Company,KEYS,514740722
"Geode Capital Management, LLC",KEYS,482629529
Northern Trust Corporation,KEYS,309677268
Ninety One UK Ltd,KEYS,300996715
"Neuberger Berman Group, LLC",KEYS,270057385
"Vanguard Group, Inc. (The)",KMB,3870156751
Blackrock Inc.,KMB,3819775939
State Street Corporation,KMB,2521746280
Capital Research Global Investors,KMB,1473919951
Price (T.Rowe) Associates Inc,KMB,1165718890
Massachusetts Financial Services Co.,KMB,1028120648
"Geode Capital Management, LLC",KMB,825519986
"Charles Schwab Investment Management, Inc.",KMB,785631004
"Wellington Management Group, LLP",KMB,771546212
Invesco Ltd.,KMB,655175710
"Vanguard Group, Inc. (The)",KIM,1985922813
Blackrock Inc.,KIM,1157681676
State Street Corporation,KIM,888071879
Cohen & Steers Inc.,KIM,767613012
JP Morgan Chase & Company,KIM,521230652
Resolution Capital Ltd,KIM,494565707
Invesco Ltd.,KIM,385638740
Apg Asset Management US Inc.,KIM,309887731
Capital Research Global Investors,KIM,278858953
"Geode Capital Management, LLC",KIM,270197697
"Vanguard Group, Inc. (The)",KMI,2898162278
Blackrock Inc.,KMI,2770089850
State Street Corporation,KMI,2342887305
Bank of America Corporation,KMI,893706184
"Geode Capital Management, LLC",KMI,648101674
"Charles Schwab Investment Management, Inc.",KMI,479424157
JP Morgan Chase & Company,KMI,428478383
Orbis Allan Gray Ltd,KMI,363283810
Northern Trust Corporation,KMI,354483687
Morgan Stanley,KMI,343883372
"Vanguard Group, Inc. (The)",KLAC,4338162541
Blackrock Inc.,KLAC,3549602269
Primecap Management Company,KLAC,2291426434
Capital International Investors,KLAC,2238391828
Price (T.Rowe) Associates Inc,KLAC,1977698363
State Street Corporation,KLAC,1921343729
"FMR, LLC",KLAC,1000399079
"Geode Capital Management, LLC",KLAC,842296854
Goldman Sachs Group Inc,KLAC,835424509
"Wellington Management Group, LLP",KLAC,815388199
"Berkshire Hathaway, Inc",KHC,12419711958
"Vanguard Group, Inc. (The)",KHC,2233228163
Blackrock Inc.,KHC,1891463442
State Street Corporation,KHC,1294720921
Capital International Investors,KHC,938560447
Invesco Ltd.,KHC,870586233
Capital World Investors,KHC,595174700
"Franklin Resources, Inc.",KHC,585313183
"Geode Capital Management, LLC",KHC,502709228
Capital Research Global Investors,KHC,409414020
"Vanguard Group, Inc. (The)",KR,3825547447
Blackrock Inc.,KR,3106192408
"Berkshire Hathaway, Inc",KR,2481857172
State Street Corporation,KR,1704965655
"Renaissance Technologies, LLC",KR,792588653
"Geode Capital Management, LLC",KR,620462743
"FMR, LLC",KR,545344921
Dimensional Fund Advisors LP,KR,536914312
Capital World Investors,KR,518252850
Lsv Asset Management,KR,517814574
"Vanguard Group, Inc. (The)",LHX,4104149144
Capital World Investors,LHX,3836276418
Blackrock Inc.,LHX,3006642377
State Street Corporation,LHX,2047352479
Price (T.Rowe) Associates Inc,LHX,2008505730
Bank of America Corporation,LHX,1950033666
"Wellington Management Group, LLP",LHX,1282202547
Wells Fargo & Company,LHX,1205919852
Capital Research Global Investors,LHX,993684049
"Geode Capital Management, LLC",LHX,833956604
Blackrock Inc.,LH,2621147626
"Vanguard Group, Inc. (The)",LH,2536461874
State Street Corporation,LH,993819047
"Wellington Management Group, LLP",LH,670538410
JP Morgan Chase & Company,LH,446268077
"Geode Capital Management, LLC",LH,442161621
Bank of America Corporation,LH,439028697
Dimensional Fund Advisors LP,LH,367185404
"FMR, LLC",LH,320127323
Ubs Asset Management Americas Inc,LH,282524964
"Vanguard Group, Inc. (The)",LRCX,4962074406
Blackrock Inc.,LRCX,4703484029
State Street Corporation,LRCX,2402469206
"Ameriprise Financial, Inc.",LRCX,2329546418
"FMR, LLC",LRCX,2172446646
JP Morgan Chase & Company,LRCX,1884353479
Janus Henderson Group PLC,LRCX,1171763773
"Geode Capital Management, LLC",LRCX,1090482053
"Fisher Asset Management, LLC",LRCX,849269647
"Sands Capital Management, LLC",LRCX,799968353
"Vanguard Group, Inc. (The)",LW,1161184196
Apg Asset Management N.V.,LW,680317279
Blackrock Inc.,LW,646477539
"FMR, LLC",LW,470078815
State Street Corporation,LW,370778570
"TPG GP A, LLC",LW,367617323
"London Company of Virginia, (The)",LW,264028835
Thrivent Financial For Lutherans,LW,257750503
Macquarie Group Limited,LW,239323184
"Anomaly Capital Management, LP",LW,226656256
"Vanguard Group, Inc. (The)",LVS,1063644984
Capital World Investors,LVS,1053528986
Price (T.Rowe) Associates Inc,LVS,1000757114
Blackrock Inc.,LVS,777882460
Invesco Ltd.,LVS,448397007
State Street Corporation,LVS,446508275
Nuveen Asset Management,LVS,407789620
"Barrow, Hanley Mewhinney & Strauss, LLC",LVS,305635006
"Geode Capital Management, LLC",LVS,219444679
"Wellington Management Group, LLP",LVS,202960084
"Vanguard Group, Inc. (The)",LDOS,1500034158
Blackrock Inc.,LDOS,1421707359
JP Morgan Chase & Company,LDOS,923907295
State Street Corporation,LDOS,561579504
"Wellington Management Group, LLP",LDOS,551256427
Boston Partners,LDOS,406236444
Victory Capital Management Inc.,LDOS,394172695
"Geode Capital Management, LLC",LDOS,280403831
Price (T.Rowe) Associates Inc,LDOS,249397438
First Trust Advisors LP,LDOS,186344317
"Vanguard Group, Inc. (The)",LEN,1989200202
Blackrock Inc.,LEN,1526322751
"Aristotle Capital Management, LLC",LEN,1050239676
"Wellington Management Group, LLP",LEN,818742131
State Street Corporation,LEN,806762944
Manufacturers Life Insurance Co.,LEN,785264922
"FMR, LLC",LEN,680157400
"Greenhaven Associates, Inc.",LEN,694789375
"Geode Capital Management, LLC",LEN,365067360
"Principal Financial Group, Inc.",LEN,288005344
"Vanguard Group, Inc. (The)",LNC,907328739
Blackrock Inc.,LNC,710726086
State Street Corporation,LNC,365537389
Dodge & Cox Inc,LNC,200978266
"FMR, LLC",LNC,188519861
Lyrical Asset Management LP,LNC,185610720
Morgan Stanley,LNC,183319504
Invesco Ltd.,LNC,155476014
"Geode Capital Management, LLC",LNC,154557358
Lsv Asset Management,LNC,152954082
"Vanguard Group, Inc. (The)",LIN,13315412801
Blackrock Inc.,LIN,9547529685
State Street Corporation,LIN,5938415746
Capital Research Global Investors,LIN,3955628130
"FMR, LLC",LIN,3489220254
Massachusetts Financial Services Co.,LIN,3176488825
Capital World Investors,LIN,2880614129
Capital International Investors,LIN,2752022662
"Geode Capital Management, LLC",LIN,2597518704
Bank Of New York Mellon Corporation,LIN,2328621223
"Vanguard Group, Inc. (The)",LYV,1313932444
Blackrock Inc.,LYV,1066810473
Public Investment Fund,LYV,1037631490
"Select Equity Group, Inc.",LYV,807301832
Canada Pension Plan Investment Board,LYV,675995503
Price (T.Rowe) Associates Inc,LYV,599682829
"Principal Financial Group, Inc.",LYV,568160557
State Street Corporation,LYV,488172413
"Fred Alger Management, LLC",LYV,348782988
Victory Capital Management Inc.,LYV,279536933
"Vanguard Group, Inc. (The)",LKQ,1338429621
Blackrock Inc.,LKQ,1052169680
Massachusetts Financial Services Co.,LKQ,712226388
"ValueAct Holdings, L.P.",LKQ,616214546
Boston Partners,LKQ,581954881
State Street Corporation,LKQ,546420004
"Allspring Global Investments Holdings, LLC",LKQ,401361546
Lazard Asset Management LLC,LKQ,317892162
"Geode Capital Management, LLC",LKQ,296322261
Goldman Sachs Group Inc,LKQ,294727032
State Street Corporation,LMT,16551051364
"Vanguard Group, Inc. (The)",LMT,9715700779
Blackrock Inc.,LMT,7713822498
Capital World Investors,LMT,5846189767
"FMR, LLC",LMT,2565174036
Morgan Stanley,LMT,2258548922
"Charles Schwab Investment Management, Inc.",LMT,2212671760
"Geode Capital Management, LLC",LMT,1853172315
Capital Research Global Investors,LMT,1580976678
Bank of America Corporation,LMT,1530723383
"Vanguard Group, Inc. (The)",L,1377373365
Price (T.Rowe) Associates Inc,L,976688712
JP Morgan Chase & Company,L,884639087
Blackrock Inc.,L,867136824
State Street Corporation,L,521697839
Norges Bank Investment Management,L,424424465
Invesco Ltd.,L,274807820
"Geode Capital Management, LLC",L,235247740
"Allspring Global Investments Holdings, LLC",L,160227824
Dimensional Fund Advisors LP,L,164082288
"Vanguard Group, Inc. (The)",LOW,9880309159
Blackrock Inc.,LOW,8015992495
State Street Corporation,LOW,4795018482
"FMR, LLC",LOW,4146601346
JP Morgan Chase & Company,LOW,2979701992
Wells Fargo & Company,LOW,1957087569
"Geode Capital Management, LLC",LOW,1954684285
Bank of America Corporation,LOW,1784197456
"Pershing Square Capital Management, L.P.",LOW,1782910139
Morgan Stanley,LOW,1658385450
"Vanguard Group, Inc. (The)",LUMN,1294808749
Blackrock Inc.,LUMN,1048467277
Temasek Holdings (Private) Limited,LUMN,792714130
Southeastern Asset Management Inc/TN/,LUMN,676318275
State Street Corporation,LUMN,656980245
Dimensional Fund Advisors LP,LUMN,222579143
"Geode Capital Management, LLC",LUMN,215805255
Morgan Stanley,LUMN,189162794
"ACR Alpine Capital Research, LLC",LUMN,107094660
Invesco Ltd.,LUMN,157879100
"Vanguard Group, Inc. (The)",LYB,2805367834
Blackrock Inc.,LYB,2199474865
Capital International Investors,LYB,1877779581
State Street Corporation,LYB,1095051501
"Wellington Management Group, LLP",LYB,890129310
Morgan Stanley,LYB,498008522
"Geode Capital Management, LLC",LYB,485846159
Capital World Investors,LYB,411118499
"Charles Schwab Investment Management, Inc.",LYB,411916396
AustralianSuper Pty Ltd,LYB,377646682
"Vanguard Group, Inc. (The)",MTB,3304269938
Blackrock Inc.,MTB,2313246993
"Wellington Management Group, LLP",MTB,1630535153
State Street Corporation,MTB,1375533468
"FMR, LLC",MTB,1291377301
Capital World Investors,MTB,949919133
JP Morgan Chase & Company,MTB,855001272
State Farm Mutual Automobile Insurance Co,MTB,673934870
Invesco Ltd.,MTB,622315143
"Geode Capital Management, LLC",MTB,549339069
"Vanguard Group, Inc. (The)",MRO,1823618378
Blackrock Inc.,MRO,1203482221
State Street Corporation,MRO,1063023989
"Hotchkis & Wiley Capital Management, LLC",MRO,455572576
"FMR, LLC",MRO,389881115
Invesco Ltd.,MRO,369124230
"Geode Capital Management, LLC",MRO,330755411
Dimensional Fund Advisors LP,MRO,261614821
Morgan Stanley,MRO,241879269
"Wellington Management Group, LLP",MRO,208216526
"Vanguard Group, Inc. (The)",MPC,3969891468
Blackrock Inc.,MPC,3612381800
State Street Corporation,MPC,3140568333
Elliott Investment Management L.P.,MPC,909653650
Bank Of New York Mellon Corporation,MPC,906180606
"Geode Capital Management, LLC",MPC,764419162
Boston Partners,MPC,722366691
Morgan Stanley,MPC,680490233
"Wellington Management Group, LLP",MPC,532511575
Norges Bank Investment Management,MPC,411852821
"Vanguard Group, Inc. (The)",MKTX,1075567900
Blackrock Inc.,MKTX,815726199
Price (T.Rowe) Associates Inc,MKTX,763075694
Guardcap Asset Management Ltd.,MKTX,502179231
State Street Corporation,MKTX,454096201
Baillie Gifford and Company,MKTX,375802967
Ownership Capital B.V.,MKTX,290514760
Royal Bank of Canada,MKTX,305473436
"Geode Capital Management, LLC",MKTX,224490560
Primecap Management Company,MKTX,206689673
"Vanguard Group, Inc. (The)",MAR,3058441636
Blackrock Inc.,MAR,2205837654
"FMR, LLC",MAR,1807635736
State Street Corporation,MAR,1456944968
Eagle Capital Management LLC,MAR,1199592286
JP Morgan Chase & Company,MAR,1178778540
Massachusetts Financial Services Co.,MAR,981995872
Jennison Associates LLC,MAR,700233747
"Geode Capital Management, LLC",MAR,649877949
Price (T.Rowe) Associates Inc,MAR,591693007
"Vanguard Group, Inc. (The)",MMC,6722600568
Blackrock Inc.,MMC,6306338058
State Street Corporation,MMC,3449498352
Capital International Investors,MMC,3211302159
"FMR, LLC",MMC,2941310144
Capital World Investors,MMC,2671069884
"Wellington Management Group, LLP",MMC,2446295519
Price (T.Rowe) Associates Inc,MMC,2375593893
Massachusetts Financial Services Co.,MMC,2064913337
"Geode Capital Management, LLC",MMC,1573973714
"Vanguard Group, Inc. (The)",MLM,2067653540
Blackrock Inc.,MLM,1213324837
"Select Equity Group, Inc.",MLM,1195309092
Baillie Gifford and Company,MLM,1076188531
"Aristotle Capital Management, LLC",MLM,1070392551
State Street Corporation,MLM,775776408
JP Morgan Chase & Company,MLM,743040749
Price (T.Rowe) Associates Inc,MLM,617470967
"Geode Capital Management, LLC",MLM,380572534
"Gardner Russo & Quinn, LLC",MLM,323127431
"Vanguard Group, Inc. (The)",MAS,1287005636
Massachusetts Financial Services Co.,MAS,1122891316
Blackrock Inc.,MAS,935240609
State Street Corporation,MAS,500766897
"Fiduciary Management, Inc.",MAS,312719182
"Geode Capital Management, LLC",MAS,256098238
AustralianSuper Pty Ltd,MAS,246445478
Boston Partners,MAS,218947819
Northern Trust Corporation,MAS,215056831
Harris Associates L.P.,MAS,203937481
"Vanguard Group, Inc. (The)",MA,24194596562
Blackrock Inc.,MA,20304889372
State Street Corporation,MA,10639974385
Price (T.Rowe) Associates Inc,MA,8489253843
"FMR, LLC",MA,7609652067
JP Morgan Chase & Company,MA,5344398404
Capital International Investors,MA,5134702634
"Geode Capital Management, LLC",MA,4960461768
"Wellington Management Group, LLP",MA,4916656739
Morgan Stanley,MA,4293170145
Blackrock Inc.,MTCH,2244697616
"Vanguard Group, Inc. (The)",MTCH,2132623901
Price (T.Rowe) Associates Inc,MTCH,1132353922
Edgewood Management Company,MTCH,1081986799
State Street Corporation,MTCH,819532587
"Wellington Management Group, LLP",MTCH,524976721
"Sands Capital Management, LLC",MTCH,508334400
Nuveen Asset Management,MTCH,492408842
Massachusetts Financial Services Co.,MTCH,487610267
Janus Henderson Group PLC,MTCH,482252918
"Vanguard Group, Inc. (The)",MKC,2455124251
Blackrock Inc.,MKC,1799228886
State Farm Mutual Automobile Insurance Co,MKC,1391573700
Fundsmith LLP,MKC,1289782509
State Street Corporation,MKC,1098176474
"Geode Capital Management, LLC",MKC,427996824
"Franklin Resources, Inc.",MKC,411320018
Fundsmith Investment Services Ltd.,MKC,335903593
Northern Trust Corporation,MKC,295419118
Morgan Stanley,MKC,255529881
"Vanguard Group, Inc. (The)",MCD,16599339466
Blackrock Inc.,MCD,12314451426
State Street Corporation,MCD,8477539984
"Wellington Management Group, LLP",MCD,4875639045
JP Morgan Chase & Company,MCD,4847564345
"Geode Capital Management, LLC",MCD,3296777503
Morgan Stanley,MCD,3126333032
Bank of America Corporation,MCD,3035980383
Northern Trust Corporation,MCD,2299890382
Wells Fargo & Company,MCD,1955008403
"Vanguard Group, Inc. (The)",MCK,4963436837
Blackrock Inc.,MCK,3726804412
State Street Corporation,MCK,2156811464
JP Morgan Chase & Company,MCK,1863565311
Massachusetts Financial Services Co.,MCK,1598308954
"Berkshire Hathaway, Inc",MCK,1043331796
"FMR, LLC",MCK,1012788753
Invesco Ltd.,MCK,933566698
"Geode Capital Management, LLC",MCK,821539986
Pzena Investment Management Llc,MCK,793786365
"Vanguard Group, Inc. (The)",MDT,11021748660
Blackrock Inc.,MDT,9906433039
State Street Corporation,MDT,5210955364
Massachusetts Financial Services Co.,MDT,3362437169
"Wellington Management Group, LLP",MDT,2928150472
Bank of America Corporation,MDT,2412635088
"Geode Capital Management, LLC",MDT,2381227524
Capital Research Global Investors,MDT,2336658033
"Franklin Resources, Inc.",MDT,2232326350
Morgan Stanley,MDT,1569478623
"Vanguard Group, Inc. (The)",MRK,20153406203
Blackrock Inc.,MRK,19662460403
State Street Corporation,MRK,10739062815
"Geode Capital Management, LLC",MRK,4193333881
"Wellington Management Group, LLP",MRK,3712754839
Bank of America Corporation,MRK,3545965980
Morgan Stanley,MRK,3462224785
Bank Of New York Mellon Corporation,MRK,2970361905
Northern Trust Corporation,MRK,2730512963
"Charles Schwab Investment Management, Inc.",MRK,2691421455
"Vanguard Group, Inc. (The)",META,29090107106
Blackrock Inc.,META,24440097318
"FMR, LLC",META,18669860238
State Street Corporation,META,14493567476
Price (T.Rowe) Associates Inc,META,8326091343
Capital International Investors,META,7987107240
"Geode Capital Management, LLC",META,6878459793
Capital World Investors,META,6189586248
Morgan Stanley,META,5153310866
Capital Research Global Investors,META,5010676372
Blackrock Inc.,MET,3934476278
"Vanguard Group, Inc. (The)",MET,3583677401
Dodge & Cox Inc,MET,3577475005
"Wellington Management Group, LLP",MET,2464493623
State Street Corporation,MET,2104180178
Price (T.Rowe) Associates Inc,MET,897196200
Royal Bank of Canada,MET,897954641
JP Morgan Chase & Company,MET,785357415
"Ameriprise Financial, Inc.",MET,775535740
"Geode Capital Management, LLC",MET,757994161
"Vanguard Group, Inc. (The)",MTD,2911017643
Blackrock Inc.,MTD,2391542700
State Street Corporation,MTD,1135220257
"WCM Investment Management, LLC",MTD,1051904290
"FMR, LLC",MTD,908623077
Capital International Investors,MTD,679113765
Fiera Capital Corporation,MTD,647512251
Fundsmith LLP,MTD,620855044
"Geode Capital Management, LLC",MTD,555933456
Baillie Gifford and Company,MTD,460166245
"Vanguard Group, Inc. (The)",MGM,1111814993
Blackrock Inc.,MGM,700549151
Price (T.Rowe) Associates Inc,MGM,591293212
State Street Corporation,MGM,392952969
"Fred Alger Management, LLC",MGM,332937187
Canada Pension Plan Investment Board,MGM,200088590
"Geode Capital Management, LLC",MGM,198080126
Corvex Management LP,MGM,193205873
Morgan Stanley,MGM,177316955
Southeastern Asset Management Inc/TN/,MGM,160256633
"Vanguard Group, Inc. (The)",MCHP,3781413514
Blackrock Inc.,MCHP,2568785762
Dodge & Cox Inc,MCHP,1871827562
Price (T.Rowe) Associates Inc,MCHP,1510273464
State Street Corporation,MCHP,1228654463
"FMR, LLC",MCHP,1092681633
"Aristotle Capital Management, LLC",MCHP,1076062215
"Geode Capital Management, LLC",MCHP,639633994
"Principal Financial Group, Inc.",MCHP,578227869
Macquarie Group Limited,MCHP,487065559
"Vanguard Group, Inc. (The)",MU,5054973628
Blackrock Inc.,MU,4688288065
State Street Corporation,MU,2503585594
"Sanders Capital, LLC",MU,2318470840
Primecap Management Company,MU,2234429540
Capital Research Global Investors,MU,2099613229
Capital World Investors,MU,2010879321
Capital International Investors,MU,1326670082
"Geode Capital Management, LLC",MU,1110731531
"Wellington Management Group, LLP",MU,768763315
"Vanguard Group, Inc. (The)",MSFT,1.61317E+11
Blackrock Inc.,MSFT,1.34207E+11
State Street Corporation,MSFT,75394499342
"FMR, LLC",MSFT,53215597458
Price (T.Rowe) Associates Inc,MSFT,50302677313
"Geode Capital Management, LLC",MSFT,35171677065
Morgan Stanley,MSFT,26179130068
Capital World Investors,MSFT,25381347257
JP Morgan Chase & Company,MSFT,23380386782
Capital International Investors,MSFT,21860568033
"Vanguard Group, Inc. (The)",MAA,3309063063
Blackrock Inc.,MAA,2138707514
State Street Corporation,MAA,1345042317
"FMR, LLC",MAA,822103219
Cohen & Steers Inc.,MAA,709460632
Apg Asset Management US Inc.,MAA,599369624
JP Morgan Chase & Company,MAA,537032521
Norges Bank Investment Management,MAA,656403060
"Geode Capital Management, LLC",MAA,445598016
PGGM Investments,MAA,484650962
Baillie Gifford and Company,MRNA,6508216144
"Vanguard Group, Inc. (The)",MRNA,3949582082
Blackrock Inc.,MRNA,3745153018
State Street Corporation,MRNA,2109405953
Flagship Pioneering Inc.,MRNA,1840871237
Theleme Partners Llp,MRNA,907726897
"Geode Capital Management, LLC",MRNA,905339159
Coatue Management LLC,MRNA,815149383
"Wellington Management Group, LLP",MRNA,624447204
Morgan Stanley,MRNA,497335417
"Vanguard Group, Inc. (The)",MHK,734756868
"FMR, LLC",MHK,524950460
Blackrock Inc.,MHK,503284718
Boston Partners,MHK,426388254
State Street Corporation,MHK,289881561
JP Morgan Chase & Company,MHK,278597188
Pzena Investment Management Llc,MHK,256704983
"Ariel Investments, LLC",MHK,226280969
Price (T.Rowe) Associates Inc,MHK,216876187
Dimensional Fund Advisors LP,MHK,215501767
"Vanguard Group, Inc. (The)",MOH,1834965789
Capital World Investors,MOH,1539519518
Blackrock Inc.,MOH,1201531703
Price (T.Rowe) Associates Inc,MOH,1198770834
State Street Corporation,MOH,682181013
"Wellington Management Group, LLP",MOH,538987979
"Renaissance Technologies, LLC",MOH,480849511
"FMR, LLC",MOH,425082694
